période_de_référence,géo,dguid,personnes_à_faible_revenu,lignes_de_faible_revenu,statistiques,unité_de_mesure,identificateur_d'unité_de_mesure,facteur_scalaire,identificateur_scalaire,vecteur,coordonnées,valeur,status,décimales
2022,Saskatchewan,2021A000247,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133290,11.26.6.2,26.1,B,1
2023,Saskatchewan,2021A000247,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133290,11.26.6.2,29.0,B,1
2022,Saskatchewan,2021A000247,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133299,11.29.6.2,11.2,D,1
2023,Saskatchewan,2021A000247,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133299,11.29.6.2,10.8,D,1
2022,Saskatchewan,2021A000247,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133308,11.32.6.2,32.5,C,1
2023,Saskatchewan,2021A000247,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133308,11.32.6.2,36.9,B,1
2022,Alberta,2021A000248,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133317,12.1.6.2,9.7,C,1
2023,Alberta,2021A000248,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133317,12.1.6.2,8.9,C,1
2022,Alberta,2021A000248,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133320,12.2.6.2,11.2,D,1
2023,Alberta,2021A000248,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133320,12.2.6.2,10.3,D,1
2022,Alberta,2021A000248,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133323,12.3.6.2,10.2,B,1
2023,Alberta,2021A000248,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133323,12.3.6.2,9.5,B,1
2022,Alberta,2021A000248,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133326,12.4.6.2,5.6,D,1
2023,Alberta,2021A000248,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133326,12.4.6.2,4.2,D,1
2022,Alberta,2021A000248,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133353,12.13.6.2,7.1,C,1
2023,Alberta,2021A000248,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133353,12.13.6.2,6.3,C,1
2022,Alberta,2021A000248,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133362,12.16.6.2,3.0,E,1
2023,Alberta,2021A000248,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133362,12.16.6.2,1.8,E,1
2022,Alberta,2021A000248,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133371,12.19.6.2,11.1,D,1
2023,Alberta,2021A000248,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133371,12.19.6.2,10.2,D,1
2022,Alberta,2021A000248,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133374,12.20.6.2,8.1,D,1
2023,Alberta,2021A000248,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133374,12.20.6.2,7.7,D,1
2022,Alberta,2021A000248,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133377,12.21.6.2,38.2,D,1
2023,Alberta,2021A000248,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133377,12.21.6.2,33.6,D,1
2022,Alberta,2021A000248,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133392,12.26.6.2,25.6,C,1
2023,Alberta,2021A000248,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133392,12.26.6.2,24.3,C,1
2022,Alberta,2021A000248,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133401,12.29.6.2,16.6,D,1
2023,Alberta,2021A000248,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133401,12.29.6.2,14.6,D,1
2022,Alberta,2021A000248,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133410,12.32.6.2,27.9,C,1
2023,Alberta,2021A000248,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133410,12.32.6.2,26.7,C,1
2022,Colombie-Britannique,2021A000259,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133419,13.1.6.2,11.6,B,1
2023,Colombie-Britannique,2021A000259,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133419,13.1.6.2,11.3,B,1
2022,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133422,13.2.6.2,11.0,C,1
2023,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133422,13.2.6.2,11.1,C,1
2022,Colombie-Britannique,2021A000259,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133425,13.3.6.2,12.6,B,1
2023,Colombie-Britannique,2021A000259,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133425,13.3.6.2,12.7,B,1
2022,Colombie-Britannique,2021A000259,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133428,13.4.6.2,8.7,C,1
2023,Colombie-Britannique,2021A000259,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133428,13.4.6.2,7.2,C,1
2022,Colombie-Britannique,2021A000259,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133455,13.13.6.2,7.5,C,1
2023,Colombie-Britannique,2021A000259,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133455,13.13.6.2,7.4,C,1
2022,Colombie-Britannique,2021A000259,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133464,13.16.6.2,4.7,D,1
2023,Colombie-Britannique,2021A000259,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133464,13.16.6.2,4.0,D,1
2022,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133473,13.19.6.2,10.7,C,1
2023,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133473,13.19.6.2,10.8,C,1
2022,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133476,13.20.6.2,7.9,D,1
2023,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133476,13.20.6.2,7.7,D,1
2022,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133479,13.21.6.2,28.2,D,1
2023,Colombie-Britannique,2021A000259,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133479,13.21.6.2,29.9,D,1
2022,Colombie-Britannique,2021A000259,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133494,13.26.6.2,28.6,B,1
2023,Colombie-Britannique,2021A000259,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133494,13.26.6.2,27.5,B,1
2022,Colombie-Britannique,2021A000259,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133503,13.29.6.2,19.7,C,1
2023,Colombie-Britannique,2021A000259,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133503,13.29.6.2,15.9,C,1
2022,Colombie-Britannique,2021A000259,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133512,13.32.6.2,32.1,B,1
2023,Colombie-Britannique,2021A000259,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133512,13.32.6.2,32.0,B,1
2022,"Québec, Québec",2021S0503421,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133521,14.1.6.2,5.6,D,1
2023,"Québec, Québec",2021S0503421,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133521,14.1.6.2,5.3,D,1
2022,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133524,14.2.6.2,3.3,E,1
2023,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133524,14.2.6.2,2.8,E,1
2022,"Québec, Québec",2021S0503421,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133527,14.3.6.2,7.4,D,1
2023,"Québec, Québec",2021S0503421,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133527,14.3.6.2,7.4,D,1
2022,"Québec, Québec",2021S0503421,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133530,14.4.6.2,2.8,E,1
2023,"Québec, Québec",2021S0503421,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133530,14.4.6.2,1.8,E,1
2022,"Québec, Québec",2021S0503421,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133557,14.13.6.2,2.2,E,1
2023,"Québec, Québec",2021S0503421,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133557,14.13.6.2,2.1,E,1
2022,"Québec, Québec",2021S0503421,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133566,14.16.6.2,,F,1
2023,"Québec, Québec",2021S0503421,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133566,14.16.6.2,,F,1
2022,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133575,14.19.6.2,3.3,E,1
2023,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133575,14.19.6.2,2.7,E,1
2022,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133578,14.20.6.2,,F,1
2023,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133578,14.20.6.2,,F,1
2022,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133581,14.21.6.2,12.4,E,1
2023,"Québec, Québec",2021S0503421,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133581,14.21.6.2,11.7,E,1
2022,"Québec, Québec",2021S0503421,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133596,14.26.6.2,17.3,D,1
2023,"Québec, Québec",2021S0503421,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133596,14.26.6.2,17.1,C,1
2022,"Québec, Québec",2021S0503421,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133605,14.29.6.2,6.7,E,1
2023,"Québec, Québec",2021S0503421,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133605,14.29.6.2,5.3,E,1
2022,"Québec, Québec",2021S0503421,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133614,14.32.6.2,21.9,D,1
2023,"Québec, Québec",2021S0503421,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133614,14.32.6.2,22.9,C,1
2022,"Montréal, Québec",2021S0503462,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133623,15.1.6.2,7.4,C,1
2023,"Montréal, Québec",2021S0503462,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133623,15.1.6.2,8.4,C,1
2022,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133626,15.2.6.2,5.3,D,1
2023,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133626,15.2.6.2,7.3,D,1
2022,"Montréal, Québec",2021S0503462,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133629,15.3.6.2,9.1,C,1
2023,"Montréal, Québec",2021S0503462,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133629,15.3.6.2,10.0,C,1
2022,"Montréal, Québec",2021S0503462,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133632,15.4.6.2,3.8,D,1
2023,"Montréal, Québec",2021S0503462,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133632,15.4.6.2,4.2,D,1
2022,"Montréal, Québec",2021S0503462,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133659,15.13.6.2,4.2,D,1
2023,"Montréal, Québec",2021S0503462,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133659,15.13.6.2,5.0,D,1
2022,"Montréal, Québec",2021S0503462,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133668,15.16.6.2,2.0,E,1
2023,"Montréal, Québec",2021S0503462,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133668,15.16.6.2,1.8,E,1
2022,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133677,15.19.6.2,5.3,D,1
2023,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133677,15.19.6.2,7.3,D,1
2022,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133680,15.20.6.2,4.0,E,1
2023,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133680,15.20.6.2,4.4,E,1
2022,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133683,15.21.6.2,13.6,E,1
2023,"Montréal, Québec",2021S0503462,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133683,15.21.6.2,20.5,E,1
2022,"Montréal, Québec",2021S0503462,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133698,15.26.6.2,21.1,C,1
2023,"Montréal, Québec",2021S0503462,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133698,15.26.6.2,23.1,C,1
2022,"Montréal, Québec",2021S0503462,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133707,15.29.6.2,8.2,D,1
2023,"Montréal, Québec",2021S0503462,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133707,15.29.6.2,10.2,D,1
2022,"Montréal, Québec",2021S0503462,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133716,15.32.6.2,25.7,C,1
2023,"Montréal, Québec",2021S0503462,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133716,15.32.6.2,27.7,C,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133725,16.1.6.2,9.1,C,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133725,16.1.6.2,8.7,C,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133728,16.2.6.2,7.4,D,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133728,16.2.6.2,6.6,D,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133731,16.3.6.2,10.9,C,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133731,16.3.6.2,10.8,C,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133734,16.4.6.2,5.1,D,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133734,16.4.6.2,3.8,E,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133761,16.13.6.2,5.1,D,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133761,16.13.6.2,5.2,D,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133770,16.16.6.2,2.7,E,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133770,16.16.6.2,,F,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133779,16.19.6.2,7.3,D,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133779,16.19.6.2,6.6,D,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133782,16.20.6.2,4.5,E,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133782,16.20.6.2,5.1,E,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133785,16.21.6.2,21.8,E,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133785,16.21.6.2,14.8,E,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133800,16.26.6.2,27.2,C,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133800,16.26.6.2,24.2,C,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133809,16.29.6.2,11.6,D,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133809,16.29.6.2,10.0,E,1
2022,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133818,16.32.6.2,32.6,C,1
2023,"Ottawa-Gatineau, Ontario/Québec",2021S0503505,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133818,16.32.6.2,28.8,C,1
2022,"Toronto, Ontario",2021S0503535,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133827,17.1.6.2,12.6,B,1
2023,"Toronto, Ontario",2021S0503535,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133827,17.1.6.2,13.4,B,1
